id,clean_title,author,publisher,year,language,category,tags,description,table_of_contents,cover_image_url,preview_page_count,preview_base_url,access_required,access_url,copyright_status,can_public_download
cdl-004057,圣经信息系列：诗篇下,,,,中文,bible-study,圣经;诗篇,,,,5,,true,,待核实,false
cdl-000941,圣经信息系列：路得记,,,,中文,bible-study,圣经;路得记,,,,5,,true,,待核实,false
cdl-001226,圣经信息系列：阿摩司书,,,,中文,bible-study,圣经;阿摩司,,,,5,,true,,待核实,false
cdl-004033,圣经信息系列：雅各书,,,,中文,bible-study,圣经;雅各书,,,,5,,true,,待核实,false
cdl-001282,圣经信息系列：马太福音,,,,中文,bible-study,圣经;马太福音,,,,5,,true,,待核实,false
cdl-000932,圣经信息系列x：士师记,,,,中文,bible-study,圣经;士师记,,,,5,,true,,待核实,false
cdl-002353,圣经信息系列一约伯记,亚金森,,,中文,bible-study,圣经;约伯,,,,5,,true,,待核实,false
cdl-002350,圣经信息系列一路加福音,威尔克,,,中文,bible-study,圣经;路加福音,,,,5,,true,,待核实,false
cdl-002349,圣经信息系列一马可福音,殷格里,,,中文,bible-study,圣经;马可福音,,,,5,,true,,待核实,false
cdl-004062,圣经修辞学,希罗文化与新约诠释,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004061,圣经修辞学 希罗文化与新约诠释,,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-002016,圣经内外：从信心入门,康来昌,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000243,圣经动植物意义,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004063,圣经动植物意义A5.233,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004064,圣经历史哲学 上卷,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001006,圣经历史哲学 上卷 旧约 修订版,,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-004065,圣经历史哲学 下卷,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004066,圣经历史哲学下卷新约,,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-004067,圣经原文字典,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004068,圣经叙事的情节构成浅议,梁工,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000244,圣经叙事的艺术,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004069,圣经叙述文的艺术,奥尔特,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001933,圣经可靠吗,索斯,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001803,圣经各卷要义,田雅各布,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000245,圣经后典,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004070,圣经和希腊主义的双重视野：奥利金其人及神学思想,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000284,圣经图录,基督教文化宝库,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004071,圣经图解 使徒信经的神学,李健安,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004072,圣经大事年表,汪主恩,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004073,圣经大纲与讲义创世记(一),,,,中文,bible-study,圣经;创世记,,,,5,,true,,待核实,false
cdl-004074,圣经大纲与讲义创世记(二),,,,中文,bible-study,圣经;创世记,,,,5,,true,,待核实,false
cdl-004075,圣经好好吃,毕德生,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002250,圣经字的讲究,寇世远,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004076,圣经寻根版,扫描版,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004077,圣经导读 (上册):解释原则 (第3版),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004078,圣经导读 下,戈登菲,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002275,圣经导读(下),按卷读经 戈登 菲 道格拉斯 斯图尔,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004079,圣经导读：按卷读经,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004080,圣经导读：解经原则,,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-004081,圣经导读：解经原则,,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-004082,圣经导读上册(北大版),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004083,圣经导读下册(北大版),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004084,圣经导读与信息 1.创世纪(上),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004085,圣经导读与信息 2.创世纪(下),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004086,圣经希腊文基础：威廉·孟恩思:2006,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004087,圣经指南,梁工,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004088,圣经指南,梁工,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004089,圣经指南,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002380,圣经探索 神对人类的计划(一):万物的起源,芬尼戴克,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002327,圣经探索：小先知书注释,柯亚伦,,,中文,bible-study,圣经;注释,,,,5,,true,,待核实,false
cdl-002381,圣经探索：神对人类的计划书(二)神以往对人的作为,芬尼戴克,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004090,圣经探险(旧约篇),,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-004091,"圣经探险：旧约篇：司德曼&丹尼著：香港：圣经资源中心,2012",,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-002319,圣经提要(第一卷)创世记至以斯帖记,倪柝声,,,中文,bible-study,圣经;创世记;以斯帖,,,,5,,true,,待核实,false
cdl-002318,圣经提要(第二卷)约伯记至但以理书,倪柝声,,,中文,bible-study,圣经;约伯;但以理,,,,5,,true,,待核实,false
cdl-004092,圣经故事 (上),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004093,圣经故事 (下),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004094,圣经故事 (中),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-006611,圣经故事：新约,连环画,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-004095,圣经救赎史核心讲座(新约),,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-004096,圣经救赎史核心讲座(旧约),,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-004099,圣经教义 中级,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004097,圣经教义 中级 上册,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004098,圣经教义 中级 下册,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004100,圣经教义 初级,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000246,圣经教义与实践,第一部 格鲁登,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000247,圣经教义与实践,第三部 格鲁登,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000248,圣经教义与实践,第二部 格鲁登,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001710,圣经教义与实践：卷三：教会与末世,韦恩 格鲁登,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004101,圣经教义中级:A5(2)组合,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004102,圣经教义中级—教师手册,,,,中文,reference,手册,,,,5,,true,,待核实,false
cdl-004103,圣经教义初级:A5(2)组合,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004104,圣经教义初级—教师手册,,,,中文,reference,手册,,,,5,,true,,待核实,false
cdl-004105,圣经文学与神学：先知书,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002362,圣经文学与神学：诗篇与智慧文学,卢卡斯,,,中文,bible-study,圣经;诗篇,,,,5,,true,,待核实,false
cdl-002592,圣经文学十二讲,朱维之,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004107,圣经文学十二讲,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004108,圣经文学十二讲,朱维之,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004106,圣经文学十二讲：圣经、次经、伪经、死海古卷,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001420,圣经文学导论.12-540椤,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004109,圣经文学研究 第11辑=Biblical literature studies,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000249,圣经新约东方解,,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-001764,圣经无误:!,查尔斯 赖瑞,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004110,圣经旧约4000年,,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-000250,圣经旧约东方解,,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-004111,圣经时代的犹太社会与民俗,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004112,圣经易读学校 咦 圣经不难懂啦,李爱实,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004113,圣经是怎样写成的,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004114,圣经概论与确据,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000251,圣经概述和导读,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004115,圣经次经.赵沛林等译.时代文艺出版社,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000252,圣经正典,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000986,圣经正典与经外文献导论,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001752,圣经正典与经外文献导论：鲍维均：外4名,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004116,圣经比喻,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002169,圣经没有瑕疵,倪柝声,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004121,圣经注释,马太亨利,,,中文,bible-study,圣经;注释,,,,5,,true,,待核实,false
cdl-004117,圣经注释 使徒行传 刘焕俊牧师著,,,,中文,bible-study,圣经;注释;使徒行传,,,,5,,true,,待核实,false
cdl-000253,圣经注释 四福音详尽版,马太亨利,,,中文,bible-study,圣经;注释,,,,5,,true,,待核实,false
cdl-000254,圣经注释-歌中的歌-雅歌,,,,中文,bible-study,圣经;注释;雅歌,,,,5,,true,,待核实,false
cdl-002403,圣经注释：使徒行传：新约,刘焕俊,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002166,圣经注释：创世纪,刘焕俊,,,中文,bible-study,圣经;注释,,,,5,,true,,待核实,false
cdl-004118,圣经注释：创世纪，出埃及记,,,,中文,bible-study,圣经;注释;出埃及记,,,,5,,true,,待核实,false
cdl-002400,圣经注释：启示录,刘焕俊,,,中文,bible-study,圣经;注释;启示录,,,,5,,true,,待核实,false
cdl-002444,圣经注释：新约03：使徒行传,林允善,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002442,圣经注释：旧约01：创世记,林允善,,,中文,bible-study,圣经;旧约;注释,,,,5,,true,,待核实,false
cdl-002443,圣经注释：旧约02：出埃及记,林允善,,,中文,bible-study,圣经;旧约;注释,,,,5,,true,,待核实,false
cdl-004119,圣经注释：生命更新系列：约翰福音:1,,,,中文,bible-study,圣经;注释;约翰福音,,,,5,,true,,待核实,false
cdl-004120,圣经注释：生命更新系列：罗马书,,,,中文,bible-study,圣经;注释;罗马书,,,,5,,true,,待核实,false
cdl-002449,圣经注释：罗马书,刘焕俊,,,中文,bible-study,圣经;注释;罗马书,,,,5,,true,,待核实,false
cdl-004122,圣经浅析(人、地、主题逐卷导读),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001719,圣经犹太教伦理与先秦儒家伦理,谢桂山,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004123,圣经的主要概念,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000255,圣经的历史,黄金版试读,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004125,圣经的叙事艺术,以 巴埃弗拉特,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000256,圣经的大智慧-图文珍藏版,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000695,圣经的教会治理,在神的家中,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004126,圣经的文学世界,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001765,圣经的无误与难题,饶孝柏,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001753,圣经的本质和权威,亚贝,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000985,圣经的来源,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004127,圣经的来源：上海市,康福特,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004128,圣经的研读与教导,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004130,圣经的默示 伯特纳,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004129,"圣经的默示 伯特纳 Inspiration of the Scripture, Loraine Boettner",,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001994,圣经真密码：启示录新解,吴献章,,,中文,bible-study,圣经;启示录,,,,5,,true,,待核实,false
cdl-004131,圣经真的没有错吗,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004132,圣经研究丛书：士师记的刻划研究,领袖 女性,,,中文,bible-study,圣经;士师记,,,,5,,true,,待核实,false
cdl-001733,圣经研究导引,周永健,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002209,圣经研究篇：经文与抄本 斯文·瑟德伦，查尔斯·西特利外1名,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004133,圣经研读经典指南：以弗所书,,,,中文,bible-study,圣经;以弗所,,,,5,,true,,待核实,false
cdl-004134,圣经研读经典指南：犹大书,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001778,圣经神学(旧约卷二)先知时代的启示,霍志恒,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-000257,圣经神学与解经讲道,,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-001056,圣经神学与解经讲道,,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-001182,圣经神学与解经讲道,高伟勋,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-004136,圣经神学与解经讲道,高伟勋,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-004135,圣经神学与解经讲道 高伟勋著,,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-004137,圣经神学与解经讲道:2,,,,中文,bible-study,圣经;解经,,,,5,,true,,待核实,false
cdl-004138,圣经神学与辅导,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004139,圣经神学导论-亚历山大著,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004140,圣经神学词典：研经注释：基督教书库,,,,中文,reference,词典,,,,5,,true,,待核实,false
cdl-004141,圣经简明指难,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004142,圣经系列1圣经总论,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004143,圣经系列2,旧约概览 一,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004144,圣经系列6,新约概览 二,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002136,圣经系统神学研究 乔治·W·傅瑞勒,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002431,圣经结构式注释：以弗所书,李保罗,,,中文,bible-study,圣经;注释;以弗所,,,,5,,true,,待核实,false
cdl-002390,圣经结构式注释：雅各书,李保罗,,,中文,bible-study,圣经;注释;雅各书,,,,5,,true,,待核实,false
cdl-000258,圣经综览,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000259,圣经综览,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000260,圣经综览,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001673,圣经综览,亨莉达 米尔斯,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001833,圣经综览：歌罗西书至启示录(新约),董尚勇,,,中文,bible-study,圣经;新约;歌罗西,,,,5,,true,,待核实,false
cdl-001746,圣经考释大全 旧约论丛 伊尔文 外7名,,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-004145,圣经背景,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004146,圣经蠡测,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002269,圣经要义(卷一):摩西五经,贾玉铭,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002271,圣经要义(卷三):历史书(下),贾玉铭,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002270,圣经要义(卷二)历史书(上),贾玉铭,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002273,圣经要义(卷五):大先知书,贾玉铭,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002323,圣经要义(卷六) 新约部分 加拉太书：启示录,贾玉铭,,,中文,bible-study,圣经;新约;加拉太,,,,5,,true,,待核实,false
cdl-002272,圣经要义(卷四):智慧书,贾玉铭,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004147,圣经解释学导论,夏达理,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004148,圣经论—郭文池,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002249,圣经词的诠释,寇世远,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002620,圣经诠释,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004149,圣经诠释的意义和实践,孙宝玲,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004150,圣经诠释系列：新约书信诠释,,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-004151,圣经说 被丈夫虐待 该怎么做,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004152,圣经课题,上册 旧约,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004153,圣经课题,下册 新约,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004154,圣经辅导入门 韦恩 麦克 等,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004155,圣经这场戏：全年读经之旅,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000261,圣经透析,阿诺德 拜尔 亚伯勒,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004157,圣经透析,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004158,圣经透析,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004156,圣经透析 阿诺德、拜尔、亚伯勒,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004159,圣经通识丛书：圣经鸟瞰(进深篇),,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004160,圣经通识手册,,,,中文,reference,手册,,,,5,,true,,待核实,false
cdl-001787,圣经释义的问题与方法,大卫 史塔西,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002404,圣经释经：摩西五经,龙维忠,,,中文,bible-study,圣经;释经,,,,5,,true,,待核实,false
cdl-004161,圣经释经之旅,,,,中文,bible-study,圣经;释经,,,,5,,true,,待核实,false
cdl-002245,圣经里的女人,吉恩 卡尔生,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000262,圣经里的女性,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000263,圣经里的女性,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004353,圣经鉴赏,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000955,圣经问题与回应,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002206,圣经难解之言,保罗篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004162,圣经难解之言,新约篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004163,圣经难解之言,旧约篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004164,圣经难解之言,旧约续篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004165,圣经难解之言,旧约续篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004166,圣经难解之言,旧约续篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004167,圣经难解之言,保罗篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004171,圣经难解之言,耶稣篇,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001768,圣经难解之言：新约篇,戴维兹,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-004168,圣经难解之言：新约篇,戴维兹,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-001761,圣经难解之言：旧约篇,毕德 凯瑟,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-004169,圣经难解之言：旧约篇,华德凯瑟,,,中文,bible-study,圣经;旧约,,,,5,,true,,待核实,false
cdl-002256,圣经难解之言：耶稣篇,布鲁斯,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004170,圣经难解之言：耶稣篇,F F Bruce,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004172,圣经预言图解,陈宏博,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-004173,圣经鸟瞰,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002453,圣经鸟瞰：基础篇,黄锡木,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-002452,圣经鸟瞰：进深篇,黄锡木,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000264,圣者行进的印记-耶稣的血印,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004174,圣言.人言;神学诠释学,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-004175,圣言小学的开端,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004177,圣诞的真义新排版,巴刻,,,中文,other,,,,,5,,true,,待核实,false
cdl-004178,圣诞节第一年全套课程,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004179,圣诞节第二年全套课程,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004180,圣道阐微,,,,中文,other,,,,,5,,true,,待核实,false
cdl-000685,在上帝与凯撒之间,,,,中文,theology,上帝,,,,5,,true,,待核实,false
cdl-002422,在临终议题上重寻教会的声音 弗雷德·喀达克，戴尔·金史密斯，乔伊·金史密斯,谈论死亡,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000686,在乔治怀特菲尔德葬礼上的布道，约翰卫斯理,,,,中文,missions,布道,,,,5,,true,,待核实,false
cdl-004181,在事奉中受尊重的妇女,尹美玉,,,中文,other,,,,,5,,true,,待核实,false
cdl-001767,在信仰之思的途中,邓绍光,,,中文,theology,信仰,,,,5,,true,,待核实,false
cdl-000265,在内室里,慕安德烈,,,中文,other,,,,,5,,true,,待核实,false
cdl-002992,在基督之死里死亡之死,介绍约翰欧文所,,,中文,theology,基督,,,,5,,true,,待核实,false
cdl-000687,在基督里,,,,中文,theology,基督,,,,5,,true,,待核实,false
cdl-004182,在基督里合一,,,,中文,theology,基督,,,,5,,true,,待核实,false
cdl-000266,在忿怒罪人手中的上帝,史鲍尔,,,中文,theology,上帝,,,,5,,true,,待核实,false
cdl-000688,在恩典中长进：彼得前后书诠释,,,,中文,bible-study,彼得前,,,,5,,true,,待核实,false
cdl-000689,在恩典中长进─彼得前后书诠释,,,,中文,bible-study,彼得前,,,,5,,true,,待核实,false
cdl-000690,在教会中以家庭为单位敬拜上帝,,,,中文,family-ministry,家庭,,,,5,,true,,待核实,false
cdl-000691,在未知的中国的(英)柏格理等著,,,,中文,other,,,,,5,,true,,待核实,false
cdl-000692,在求真的道路上,,,,中文,other,,,,,5,,true,,待核实,false
cdl-000693,在清真寺敬拜耶稣,,,,中文,spiritual-life,敬拜,,,,5,,true,,待核实,false
cdl-001971,在爱与接纳中握手,萧寿华,,,中文,other,,,,,5,,true,,待核实,false
cdl-000694,在祈祷中相遇：与上主成为无话不谈的好友,,,,中文,other,,,,,5,,true,,待核实,false
cdl-002643,在神学与反神学之间,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-000902,在福音里成圣,,,,中文,other,,,,,5,,true,,待核实,false
cdl-000564,在约伯的天平上,舍斯托夫,,,中文,bible-study,约伯,,,,5,,true,,待核实,false
cdl-004183,地方召会,真正的信徒与基督身体里同作肢体者,,,中文,other,,,,,5,,true,,待核实,false
cdl-004184,地狱来鸿,C S Lewis,,,中文,other,,,,,5,,true,,待核实,false
cdl-004187,地狱研究之因果,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004188,坎特伯雷故事集CanterburyTales(英文),,,,中文,other,,,,,5,,true,,待核实,false
cdl-004192,坏鬼神学,杨牧谷,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-004195,坏鬼释经,曾思瀚 前辈,,,中文,bible-study,释经,,,,5,,true,,待核实,false
cdl-004193,坏鬼释经 纠正新约金句的常见诠释,曾思翰,,,中文,bible-study,新约;释经,,,,5,,true,,待核实,false
cdl-004194,坏鬼释经(旧约),曾思瀚,,,中文,bible-study,旧约;释经,,,,5,,true,,待核实,false
cdl-004196,坚忍与守望,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004197,坚忍的信仰,,,,中文,theology,信仰,,,,5,,true,,待核实,false
cdl-004198,坚持一生的祷告,,,,中文,spiritual-life,祷告,,,,5,,true,,待核实,false
cdl-004199,坚持一生的祷告：杰瑞·席哲&赵灿华(译),美国,,,中文,spiritual-life,祷告,,,,5,,true,,待核实,false
cdl-004200,坚持一生的道路,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004201,坚持一生的道路,杰瑞 席哲,,,中文,other,,,,,5,,true,,待核实,false
cdl-001238,埃力度奥特,巴利系佛教史纲,,,中文,other,,,,,5,,true,,待核实,false
cdl-004202,埃及历史铭文举要,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-004203,埃及学研究：辉煌的古埃及文明,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004204,埃及考古学,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004205,埃文斯.普理查德原始宗教理论,,,,中文,culture-society,宗教,,,,5,,true,,待核实,false
cdl-004206,埃涅阿斯纪,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004207,城市化进程中的中国基督教,,,,中文,theology,基督,,,,5,,true,,待核实,false
cdl-004208,培养高EQ的灵命,,,,中文,spiritual-life,灵命,,,,5,,true,,待核实,false
cdl-004209,基业长青,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004210,基因熵 物种的退化,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004211,基本救恩神学,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-004212,基本的释经学角度 课程文本,,,,中文,bible-study,释经,,,,5,,true,,待核实,false
cdl-004213,基甸的小军队,,,,中文,other,,,,,5,,true,,待核实,false
cdl-004214,基督、圣灵与救赎,陈若愚,,,中文,theology,救赎,,,,5,,true,,待核实,false
